StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q5_10_TEXT,Q21,Q21_10_TEXT,Q6,Q6_5_TEXT,Q22,Q2,Q3,Q4,Q7,Q8,Q19,Q20,Q18,Q9,Q10,Q11,Q12,Q12_3_TEXT,Q13,Q13_3_TEXT,Q23,Q23_3_TEXT,RecipientEmail,RecipientFirstName,RecipientLastName,Q12_3_TEXT - Parent Topics,Q12_3_TEXT - Sentiment Polarity,Q12_3_TEXT - Sentiment Score,Q12_3_TEXT - Sentiment,Q12_3_TEXT - Topic Sentiment Label,Q12_3_TEXT - Topic Sentiment Score,Q12_3_TEXT - Topics
2020-04-18 18:15:11,2020-04-18 18:16:31,IP Address,76.23.213.207,100,80,True,2020-04-18 18:16:32,R_PHwtfNRqu11UuKB,,,,,41.7299041748046875,-72.84329986572265625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Never,To a large extent,To no or a very minimal extent,To a large extent,,To a small extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:14:39,2020-04-18 18:16:33,IP Address,71.192.45.156,100,114,True,2020-04-18 18:16:34,R_1OUBl24P7hkoNub,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Very Frequently,To a large extent,To a large extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:15:05,2020-04-18 18:17:21,IP Address,24.215.185.65,100,135,True,2020-04-18 18:17:21,R_2zcKJFL7zR8vbBL,,,,,40.7279052734375,-73.9965972900390625,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a small extent,To a moderate extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:16:02,2020-04-18 18:17:31,IP Address,107.3.76.201,100,89,True,2020-04-18 18:17:32,R_pF2Q1l6YfJHbtXX,,,,,41.3813018798828125,-73.40350341796875,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Conservative,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a large extent,To no or a very minimal extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:17:02,2020-04-18 18:17:55,IP Address,100.2.144.155,100,53,True,2020-04-18 18:17:55,R_3GuEipDyRLEwbwF,,,,,40.6186065673828125,-73.9272003173828125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Very liberal,Occasionally,To an extremely large extent,To a large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:14:22,2020-04-18 18:18:11,IP Address,184.96.238.152,100,228,True,2020-04-18 18:18:11,R_ptJNYu1mFc9UJhf,,,,,39.712799072265625,-105.09529876708984375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Left of center,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a large extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:16:42,2020-04-18 18:18:29,IP Address,99.72.67.226,100,106,True,2020-04-18 18:18:29,R_1GxM1HaiXj5lltE,,,,,30.4604949951171875,-89.085601806640625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Undecided,,,,,I have not yet decided whether or not I support any of the current candidates,,,,,,,,,,,
2020-04-18 18:18:21,2020-04-18 18:19:34,IP Address,174.226.128.154,100,73,True,2020-04-18 18:19:35,R_2ALLrqBsib2uMl9,,,,,37.3441009521484375,-79.89739990234375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Left of center,Occasionally,To a moderate extent,To an extremely large extent,To no or a very minimal extent,,To a large extent,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:19:44,2020-04-18 18:21:35,IP Address,73.218.71.63,100,111,True,2020-04-18 18:21:36,R_1Lq9rYOZBntUhDS,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Left of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Undecided,,,,,,,,,,,,,,,,
2020-04-18 18:20:13,2020-04-18 18:21:41,IP Address,99.114.220.139,100,87,True,2020-04-18 18:21:42,R_d55KbosqeMYIDAZ,,,,,30.62530517578125,-87.89600372314453125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Liberal,Never,To a moderate extent,To a moderate extent,To a large extent,,To a moderate extent,To an extremely large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:22:13,2020-04-18 18:23:41,IP Address,45.18.38.172,100,88,True,2020-04-18 18:23:41,R_bqkZhsGHjwYznd7,,,,,35.853607177734375,-78.62619781494140625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Very liberal,Very Frequently,To a large extent,To an extremely large extent,To a large extent,,To a large extent,To a moderate extent,To a large extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 18:22:59,2020-04-18 18:23:47,IP Address,73.84.4.191,100,47,True,2020-04-18 18:23:47,R_2thB5uZtDRn7xJT,,,,,26.3795928955078125,-80.10289764404296875,anonymous,EN,Undergraduate student,,,,,Other,econ,I do not plan to pursue a double major,Right of center,Never,To a large extent,,,,,,,,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 18:22:40,2020-04-18 18:24:40,IP Address,24.218.199.225,100,120,True,2020-04-18 18:24:40,R_2VNEYxkpsotYMaM,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Left of center,Occasionally,To a small extent,To a small extent,To a small extent,To a small extent,,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:21:58,2020-04-18 18:24:43,IP Address,73.4.72.73,100,165,True,2020-04-18 18:24:44,R_2fIHRGrXRdCG70B,,,,,41.3571014404296875,-72.93340301513671875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:24:54,2020-04-18 18:26:05,IP Address,24.63.169.42,100,71,True,2020-04-18 18:26:05,R_1rB4L6D6N1mkFBo,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,,Very liberal,Occasionally,To a large extent,To no or a very minimal extent,To a large extent,,To a moderate extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:25:51,2020-04-18 18:27:05,IP Address,108.27.255.126,100,74,True,2020-04-18 18:27:06,R_2flGT82IdjEwaiG,,,,,40.8777008056640625,-73.90799713134765625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Moderate/Centrist,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:08:58,2020-04-18 18:27:23,IP Address,69.122.200.167,100,1104,True,2020-04-18 18:27:23,R_2YKSuWqspZ5Y86n,,,,,40.7993011474609375,-73.7342987060546875,anonymous,EN,Undergraduate student,,,,,STEM,,,Left of center,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 17:02:20,2020-04-18 18:27:35,IP Address,76.108.106.113,100,5115,True,2020-04-18 18:27:35,R_1LdINNoEfIKwEqz,,,,,27.236602783203125,-80.2270965576171875,anonymous,EN,Faculty member,Social Sciences,,,,,,,Very liberal,Very Frequently,To a large extent,To a large extent,To an extremely large extent,To an extremely large extent,,To an extremely large extent,To no or a very minimal extent,To a large extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:26:54,2020-04-18 18:28:23,IP Address,183.90.52.162,100,88,True,2020-04-18 18:28:23,R_1mFAjYAugQfaNf4,,,,,1.2837066650390625,103.831207275390625,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Moderate/Centrist,Never,To a small extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:27:21,2020-04-18 18:29:10,IP Address,24.34.14.210,100,108,True,2020-04-18 18:29:10,R_3inaALdU1ygKoIa,,,,,41.2686004638671875,-72.9651031494140625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:26:09,2020-04-18 18:29:39,IP Address,69.113.79.77,100,210,True,2020-04-18 18:29:39,R_2b3OB6myFRjnkrZ,,,,,41.2169952392578125,-73.05519866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:28:01,2020-04-18 18:29:55,IP Address,166.216.159.212,100,114,True,2020-04-18 18:29:55,R_3MGQdRWE9ec4KOO,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:19:04,2020-04-18 18:30:05,IP Address,75.172.62.230,100,661,True,2020-04-18 18:30:05,R_2Qgu6p2vkTrcUgZ,,,,,47.6356048583984375,-122.360504150390625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Very liberal,Never,To a moderate extent,To a large extent,To a large extent,,To a small extent,To a large extent,To no or a very minimal extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:26:49,2020-04-18 18:30:16,IP Address,71.105.205.26,100,207,True,2020-04-18 18:30:17,R_2TT4cZIuA5N1vCM,,,,,40.8527069091796875,-73.93830108642578125,anonymous,EN,Faculty member,Other,Drama,,,,,,Very liberal,Occasionally,To an extremely large extent,,To an extremely large extent,To a large extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:31:04,2020-04-18 18:33:26,IP Address,73.234.164.233,100,142,True,2020-04-18 18:33:27,R_6yhEI0rEjVlhszv,,,,,41.2686004638671875,-72.9651031494140625,anonymous,EN,Faculty member,Law School,,,,,,,Right of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a large extent,,To a small extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:31:39,2020-04-18 18:33:47,IP Address,73.4.65.139,100,127,True,2020-04-18 18:33:48,R_RLAJ065UuGxLEgp,,,,,41.409698486328125,-72.91100311279296875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:30:40,2020-04-18 18:33:52,IP Address,75.69.100.160,100,191,True,2020-04-18 18:33:52,R_3paSURKWJtIXBn5,,,,,43.6443939208984375,-72.2454986572265625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Conservative,Never,To a large extent,To a moderate extent,To no or a very minimal extent,,To a small extent,To a small extent,To a large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:31:55,2020-04-18 18:34:08,IP Address,71.233.153.8,100,133,True,2020-04-18 18:34:08,R_1OAWe5Wj1KMTm42,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Other,Art,,,,,,Very liberal,Never,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:35:24,2020-04-18 18:36:55,IP Address,68.3.247.117,100,90,True,2020-04-18 18:36:55,R_1H8x4YXEZ0ngmwF,,,,,33.7740020751953125,-111.9116973876953125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To an extremely large extent,To no or a very minimal extent,To a large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:35:43,2020-04-18 18:36:58,IP Address,97.83.230.51,100,75,True,2020-04-18 18:36:59,R_1C2q8Qbkz5QiZ3s,,,,,43.9001007080078125,-91.22760009765625,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To a large extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 16:04:24,2020-04-18 18:37:51,IP Address,67.163.149.220,100,9207,True,2020-04-18 18:37:51,R_2zkDs2GbrW2WcXP,,,,,40.6945953369140625,-80.34020233154296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very conservative,Never,To a moderate extent,To a large extent,To a small extent,,To no or a very minimal extent,To a large extent,To no or a very minimal extent,To a moderate extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 18:36:48,2020-04-18 18:38:06,IP Address,74.105.29.80,100,78,True,2020-04-18 18:38:06,R_D1LYq1spG4f8qIN,,,,,40.970794677734375,-74.03679656982421875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To no or a very minimal extent,To a large extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:35:20,2020-04-18 18:38:15,IP Address,148.75.164.93,100,174,True,2020-04-18 18:38:15,R_27BBSfWWVcW5tV7,,,,,41.1417999267578125,-73.35320281982421875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:36:32,2020-04-18 18:38:34,IP Address,107.77.233.4,100,122,True,2020-04-18 18:38:34,R_1IoVsMfCCw5ZLD0,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Very Frequently,To a moderate extent,To a large extent,To a small extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,Yes,,,,,,,,,,,,,,,,
2020-04-18 18:37:00,2020-04-18 18:38:43,IP Address,172.58.157.210,100,102,True,2020-04-18 18:38:44,R_Dk1qtWqYYwEe5dD,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:36:16,2020-04-18 18:38:48,IP Address,104.13.18.187,100,152,True,2020-04-18 18:38:49,R_1rwuH4s1e0YWVIT,,,,,41.667999267578125,-86.31439971923828125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Left of center,Never,To a large extent,To no or a very minimal extent,To no or a very minimal extent,,To a large extent,To no or a very minimal extent,To an extremely large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:37:12,2020-04-18 18:38:57,IP Address,138.128.39.92,100,105,True,2020-04-18 18:38:57,R_21mtrhYBGVAFO9T,,,,,42.8863983154296875,-78.8784027099609375,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Very liberal,Very Frequently,To a moderate extent,To a large extent,To a large extent,To a small extent,,To a large extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:37:19,2020-04-18 18:39:01,IP Address,45.27.73.84,100,101,True,2020-04-18 18:39:01,R_1CvXbiP8lj7hvpU,,,,,34.273406982421875,-83.8780975341796875,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 18:37:15,2020-04-18 18:39:25,IP Address,24.63.171.128,100,129,True,2020-04-18 18:39:25,R_12Fod9sBc1X9ptd,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,,,,,,,,,,,,,,,,
2020-04-18 18:35:59,2020-04-18 18:39:42,IP Address,128.36.7.227,100,222,True,2020-04-18 18:39:42,R_2tJz7baF6qP7O5u,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Left of center,Never,To no or a very minimal extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-18 18:39:24,2020-04-18 18:40:39,IP Address,65.130.213.220,100,74,True,2020-04-18 18:40:39,R_2xzbvL7DD4zRljy,,,,,40.7310943603515625,-111.85649871826171875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:39:19,2020-04-18 18:40:53,IP Address,24.44.41.233,100,94,True,2020-04-18 18:40:54,R_333lsJQAEFeiIoA,,,,,41.1417999267578125,-73.35320281982421875,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:39:00,2020-04-18 18:41:03,IP Address,216.193.187.13,100,122,True,2020-04-18 18:41:03,R_2rI2Hlf38XJEB3E,,,,,42.1909027099609375,-73.05169677734375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Very Frequently,To a large extent,To no or a very minimal extent,To a large extent,To a large extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,Write in,The best candidate,,,,,,,,,0,5,Positive,,,Unknown
2020-04-18 18:39:22,2020-04-18 18:41:06,IP Address,98.217.169.77,100,103,True,2020-04-18 18:41:06,R_2sMv3eJbYW3vawh,,,,,41.3148040771484375,-72.69940185546875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,To a large extent,,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:27:45,2020-04-18 18:41:36,IP Address,73.123.144.144,100,830,True,2020-04-18 18:41:36,R_2aqScwveg9N89IC,,,,,41.30889892578125,-72.6190032958984375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:39:41,2020-04-18 18:41:41,IP Address,73.61.252.220,100,119,True,2020-04-18 18:41:41,R_5paNscDWiagS3V7,,,,,41.2776031494140625,-72.81150054931640625,anonymous,EN,Faculty member,School of Management,,,,,,,Right of center,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 18:40:16,2020-04-18 18:42:41,IP Address,104.246.126.211,100,145,True,2020-04-18 18:42:42,R_2EyHY8LB7mGQBAx,,,,,41.0742950439453125,-73.48040008544921875,anonymous,EN,Faculty member,Social Sciences,,,,,,,Moderate/Centrist,Never,To a small extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,Undecided,,,,,I have not yet decided whether or not I support any of the current candidates,,,,,,,,,,,
2020-04-18 18:41:36,2020-04-18 18:43:45,IP Address,73.16.92.107,100,129,True,2020-04-18 18:43:46,R_1mwmfXh7PCFLsVe,,,,,41.30889892578125,-72.6190032958984375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Left of center,Occasionally,To a large extent,To no or a very minimal extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:42:35,2020-04-18 18:44:25,IP Address,76.116.20.47,100,110,True,2020-04-18 18:44:25,R_W6QonfYtVjUMtzz,,,,,39.1540069580078125,-74.70050048828125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Very liberal,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a large extent,To a moderate extent,To no or a very minimal extent,To a large extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:42:10,2020-04-18 18:44:27,IP Address,72.92.38.154,100,136,True,2020-04-18 18:44:27,R_1dp2ICy3dC0mO9H,,,,,40.07110595703125,-75.20510101318359375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:43:23,2020-04-18 18:44:34,IP Address,47.197.41.21,100,71,True,2020-04-18 18:44:34,R_85J6JJQ5PvVQdwJ,,,,,28.1147003173828125,-82.3677978515625,anonymous,EN,Undergraduate student,,,,,STEM,,,Left of center,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To no or a very minimal extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:43:23,2020-04-18 18:44:37,IP Address,172.117.252.198,100,73,True,2020-04-18 18:44:37,R_TgTx7mTd31TGxQl,,,,,34.0634002685546875,-118.466705322265625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Humanities and Arts,Moderate/Centrist,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:42:04,2020-04-18 18:45:30,IP Address,73.159.203.43,100,206,True,2020-04-18 18:45:31,R_pozA0aH8ZiqNc8V,,,,,41.7599029541015625,-72.7574005126953125,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Moderate/Centrist,Never,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To no or a very minimal extent,To no or a very minimal extent,To a small extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 18:38:49,2020-04-18 18:46:04,IP Address,174.198.201.184,100,434,True,2020-04-18 18:46:04,R_3qERRZ1jYIDZfp2,,,,,39.9241943359375,-75.0193023681640625,anonymous,EN,Undergraduate student,,,,,Other,"Economics ",I do not plan to pursue a double major,Conservative,Never,To a moderate extent,To a small extent,To a large extent,,To a moderate extent,To a moderate extent,To an extremely large extent,To an extremely large extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:44:31,2020-04-18 18:46:15,IP Address,76.188.224.78,100,104,True,2020-04-18 18:46:16,R_2VmExJED5zrxYqR,,,,,41.231597900390625,-80.499298095703125,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Very liberal,Occasionally,To a large extent,To a large extent,To a small extent,,To a small extent,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:44:54,2020-04-18 18:46:19,IP Address,32.216.16.40,100,85,True,2020-04-18 18:46:19,R_3D6pfX1vgJn6txW,,,,,41.3090972900390625,-72.8701019287109375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Very liberal,Very Frequently,To a large extent,To a large extent,To a moderate extent,To a large extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:46:03,2020-04-18 18:46:57,IP Address,72.74.173.57,100,53,True,2020-04-18 18:46:57,R_1kTajeH5Srahguk,,,,,42.222900390625,-70.88189697265625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Left of center,Occasionally,To a moderate extent,To a moderate extent,To no or a very minimal extent,,To a large extent,To a small extent,To an extremely large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:45:47,2020-04-18 18:47:08,IP Address,68.109.1.37,100,81,True,2020-04-18 18:47:08,R_2waDHhV2zPV4a39,,,,,37.0453033447265625,-76.34040069580078125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:46:04,2020-04-18 18:47:32,IP Address,128.36.7.67,100,87,True,2020-04-18 18:47:32,R_1K2Rxyd5PvVg6a9,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
