code,subject,number,designator,name,rating,workload,Hu,So,Sc,WR,L,QR,skills,areas,num_students
CHEM 175,CHEM,175,NA,Organic Chem for First-YearsII,3.4,3.88,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,64
CHEM 220,CHEM,220,NA,Organic Chemistry,3.42,3.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,222
CHEM 222L,CHEM,222,L,Lab for Organic Chemistry I,3.65,3.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,297
CHEM 223L,CHEM,223,L,Lab for Organic Chemistry II,3.76,2.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,180
CHEM 226L,CHEM,226,L,IntensiveAdvancedChemistryLab,4.92,3.09,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,WR,Sc,5
CHEM 251L,CHEM,251,L,Inorganic Chemistry Laboratory,4.19,3.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,21
CHEM 252,CHEM,252,NA,Intro Inorganic Chemistry,3.01,2.64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,17
CHEM 330L,CHEM,330,L,Lab for Physical Chemistry I,3.13,4.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,7
CHEM 331L,CHEM,331,L,Lab for Physical Chemistry II,3.75,4.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,3
CHEM 332,CHEM,332,NA,PhysChemWithPhysScienceApps I,3.19,3.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,66
CHEM 333,CHEM,333,NA,PhysChemWithPhysScienceApps II,3.9699999999999998,4.38,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,36
CHEM 400,CHEM,400,NA,Current Chemistry Seminar,4.11,2.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,9
CHEM 418,CHEM,418,NA,Advanced Organic Chemistry I,2.98,2.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,19
CHEM 421,CHEM,421,NA,Chemical Biology,3.88,3.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,20
CHEM 423,CHEM,423,NA,Synthetic Methods:Organic Chem,3.88,3.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,32
CHEM 425,CHEM,425,NA,SpectroscpicStructreDetrminatn,3.37,1.88,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,12
CHEM 426,CHEM,426,NA,Computational Chem & Biochem,3.56,2.5300000000000002,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,42
CHEM 430,CHEM,430,NA,StatistMechanics&Thermodynamcs,3.7199999999999998,2.94,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,12
CHEM 437,CHEM,437,NA,Chemistry of Isotopes,3.29,1.3599999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
CHEM 440,CHEM,440,NA,Molecules and Radiation I,4.59,3.91,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,13
CHEM 452,CHEM,452,NA,Organometallic Chemistry,3.06,2.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,25
CHEM 457,CHEM,457,NA,Modern Coordination Chemistry,4.08,3.16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,14
CHEM 470,CHEM,470,NA,Quantum Chemistry,4.11,2.67,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,12
CHEM 480,CHEM,480,NA,Introduction to Research,3.5,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
CHEM 490,CHEM,490,NA,IndependentResearchInChemistry,4.36,3.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,17
CHLD 125,CHLD,125,NA,Child Development,4.37,2.66,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,27
CHLD 127,CHLD,127,NA,Early Childhood Education,4.39,2.87,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,15
CHLD 128,CHLD,128,NA,"Language, Literacy, and Play",4.29,2.73,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,15
CHLD 334,CHLD,334,NA,Developmental Psychopathology,3.68,1.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,24
CHLD 350,CHLD,350,NA,Autism and Related Disorders,4.05,1.98,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,35
CHNS 110,CHNS,110,NA,Elementary Modern Chinese I,4.55,4.27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,12
CHNS 112,CHNS,112,NA,ElmntryModChinseHeritSpeakers,4.23,3.84,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,22
CHNS 120,CHNS,120,NA,Elementary Modern Chinese II,4.44,4.29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,13
CHNS 122,CHNS,122,NA,ElmntryModChinseHeritSpeakers,4.24,3.76,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,11
CHNS 130,CHNS,130,NA,Intermediate Modern Chinese I,4.18,4.06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,11
CHNS 132,CHNS,132,NA,IntrmdtModChinseHeritSpeakers,4.47,3.86,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,13
CHNS 140,CHNS,140,NA,Intermediate Modern Chinese II,4.25,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,8
CHNS 142,CHNS,142,NA,IntrmdtModChinseforHeritSpkrs,4.49,3.9699999999999998,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,12
CHNS 150,CHNS,150,NA,Advanced Modern Chinese I,3.96,4.03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,10
CHNS 151,CHNS,151,NA,Advanced Modern Chinese II,4.25,4.21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,12
CHNS 152,CHNS,152,NA,AdvModChineseHeritSpeakers,4.04,3.83,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,19
CHNS 153,CHNS,153,NA,AdvModChineseHeritaSpkrs,4.35,3.96,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,12
CHNS 154,CHNS,154,NA,Advanced Modern Chinese III,4.01,3.16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,10
CHNS 155,CHNS,155,NA,Upper Adv Modern Chinese IV,4.09,3.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,8
CHNS 162,CHNS,162,NA,AdvncdMdrnChnsHeritSpeakersIII,4.09,3.17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,10
CHNS 163,CHNS,163,NA,AdvModChnsHeritSpkrsIII,4.23,3.39,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,4
CHNS 164,CHNS,164,NA,ChnsforRdngContemporaryFiction,3.91,2.92,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,8
CHNS 165,CHNS,165,NA,Modern Chinese Fiction,4.02,3.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,11
CHNS 166,CHNS,166,NA,Chinese for Current Affairs,4.44,3.07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,20
CHNS 167,CHNS,167,NA,Chinese for Current Affairs,4.33,3.32,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,18
CHNS 168,CHNS,168,NA,Chinese for Global Enterprises,4.24,3.47,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,5
CHNS 169,CHNS,169,NA,Chinese for Global Enterprises,4.44,3.41,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,10
CHNS 170,CHNS,170,NA,Intro to Literary Chinese I,4.26,3.37,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,9
CHNS 171,CHNS,171,NA,Intro to Literary Chinese II,4.19,3.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,9
CHNS 172,CHNS,172,NA,Chinese Scholarly Conversation,4.39,2.84,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,5
CHNS 200,CHNS,200,NA,The Chinese Tradition TR,4.34,2.55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,42
CLCV 034,CLCV,34,NA,Ancient Medicine & Disease,4.5,2.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,21
CLCV 125,CLCV,125,NA,Intro to Ancient Philosophy,3.3,2.75,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,70
CLCV 200,CLCV,200,NA,Ancient Global Leadership,4.67,2.56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,11
CLCV 205,CLCV,205,NA,Intro to Ancient Greek History,4.08,3.14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,19
CLCV 206,CLCV,206,NA,The Roman Republic,3.96,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,30
CLCV 207,CLCV,207,NA,The Roman Empire,4.17,3.07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,28
CLCV 211,CLCV,211,NA,Ancient Satire and Free Speech,4.71,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,8
CLCV 216,CLCV,216,NA,Dionysus in Modernity TR,3.92,2.8200000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,11
CLCV 236,CLCV,236,NA,Roman Law,3.91,3.14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,29
CLCV 311,CLCV,311,NA,Egypt of the Pharaohs,4.21,2.55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,53
CLCV 319,CLCV,319,NA,"Olympic Games, Ancient &Modern",4.19,2.77,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,20
CLSS 407,CLSS,407,NA,Indo-European Linguistics,4.6,3.33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,4
CPAR 491,CPAR,491,NA,Senior Project,3.3,3.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,11
CPSC 035,CPSC,35,NA,21st Century Computer Music,4.17,3.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,16
CPSC 100,CPSC,100,NA,Intro Computing & Programming,3.8,4.5600000000000005,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,252
CPSC 112,CPSC,112,NA,Introduction to Programming,3.33,3.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,54
CPSC 150,CPSC,150,NA,CompSci&ModrnIntellctualAgenda,3.18,1.97,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,21
CPSC 183,CPSC,183,NA,"Law, Technology, & Culture",4.06,2.68,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,121
CPSC 184,CPSC,184,NA,IntellectualPropertyDigitalAge,4.49,2.73,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Hu, So",17
CPSC 185,CPSC,185,NA,"Control, Privacy & Technology",4.68,2.8200000000000003,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,28
CPSC 200,CPSC,200,NA,Intro to Information Systems,3.4,3.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,29
CPSC 201,CPSC,201,NA,Intro to Computer Science,3.65,3.8200000000000003,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,142
CPSC 202,CPSC,202,NA,MathematiclToolsForComputerSci,3.05,3.43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,99
CPSC 210,CPSC,210,NA,"Power,Security, & Surveillance",2.83,3.56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,28
CPSC 223,CPSC,223,NA,DataStructres&ProgrmmngTechnqs,3.63,4.33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,132
CPSC 235,CPSC,235,NA,Self-DrivingCarsTheoryPractice,4.2,3.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,6
CPSC 257,CPSC,257,NA,Real-World InformationSecurity,3.67,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,30
CPSC 276,CPSC,276,NA,Intro Digital Humanities,3.8,3.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,4
CPSC 290,CPSC,290,NA,Directed Research,3.93,3.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,13
CPSC 310,CPSC,310,NA,"Technology, Power, & Security",3.48,2.81,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,44
CPSC 323,CPSC,323,NA,SystemsProgramng&ComputerOrgzn,4.05,4.75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,87
CPSC 334,CPSC,334,NA,Creative Embedded Systems,4.5,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,19
CPSC 338,CPSC,338,NA,Digital Systems,4.67,3.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,41
CPSC 365,CPSC,365,NA,Algorithms,3.99,3.93,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,151
CPSC 366,CPSC,366,NA,Intensive Algorithms,4.57,4.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,29
CPSC 376,CPSC,376,NA,Advanced Digital Humanities,3.24,2.85,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,45
CPSC 421,CPSC,421,NA,Compilers and Interpreters,4.12,4.42,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,34
CPSC 422,CPSC,422,NA,OperatingSysDesign&Implemntatn,4.27,4.42,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,42
CPSC 423,CPSC,423,NA,PrinciplesOf Operating Systems,2.91,1.9100000000000001,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,40
CPSC 424,CPSC,424,NA,ParallelProgrammingTechniques,3.8200000000000003,3.65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,25
CPSC 427,CPSC,427,NA,Object-Oriented Programming,2.79,2.87,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,49
CPSC 428,CPSC,428,NA,Language-Based Security,3.33,2.67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,10
CPSC 431,CPSC,431,NA,Algorithmic Computer Music,3.02,2.77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,33
CPSC 432,CPSC,432,NA,ComputerMusic: Sound Synthesis,3.35,2.92,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,21
CPSC 433,CPSC,433,NA,Computer Networks,4.48,4.58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,45
CPSC 434,CPSC,434,NA,Topics in Networked Systems,3.86,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,19
CPSC 436,CPSC,436,NA,The HW/SW Interface,3.7800000000000002,3.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,16
CPSC 437,CPSC,437,NA,Intro to Database Systems,2.91,2.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,60
CPSC 446,CPSC,446,NA,Data and Info. Visualization,3.64,3.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,32
CPSC 449,CPSC,449,NA,Computer Architecture & AI,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,4
CPSC 451,CPSC,451,NA,The User Interface,2.14,1.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,32
CPSC 454,CPSC,454,NA,Software Analysis&Verification,4.25,3.48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,23
CPSC 455,CPSC,455,NA,Economics and Computation,3.14,3.5300000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,22
CPSC 456,CPSC,456,NA,Wireless Technologies,3.4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,7
CPSC 459,CPSC,459,NA,Building Interactive Machines,3.55,4.36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,25
CPSC 460,CPSC,460,NA,Automata Theory,5,2.33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,5
CPSC 463,CPSC,463,NA,Algorithms via Optimization,4.33,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,17
CPSC 468,CPSC,468,NA,Computational Complexity,4.38,3.91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,15
CPSC 469,CPSC,469,NA,Randomized Algorithms,3.61,3.03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,29
CPSC 470,CPSC,470,NA,Artificial Intelligence,2.5700000000000003,2.91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,181
CPSC 472,CPSC,472,NA,Intelligent Robotics,3.61,2.8200000000000003,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,73
CPSC 473,CPSC,473,NA,Intelligent Robotics Lab,4.08,3.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,19
CPSC 474,CPSC,474,NA,Comp Intelligence for Games,3.66,3.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,67
CPSC 477,CPSC,477,NA,Natural Language Processing,3.06,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,59
CPSC 478,CPSC,478,NA,Computer Graphics,3.71,4.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,21
CPSC 480,CPSC,480,NA,Directed Reading,4,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
CPSC 490,CPSC,490,NA,Senior Project,3.9699999999999998,3.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,30
CSBF 300,CSBF,300,NA,Making Socio-Political Perf,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,5
CSBK 300,CSBK,300,NA,The Press Business & Economy,4.05,3.18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,16
CSBK 310,CSBK,310,NA,Speechwriting,4.33,2.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,13
CSBR 300,CSBR,300,NA,ClassicalStory&ModernScreen,4.61,2.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,15
CSBR 301,CSBR,301,NA,Music and Cinema: A History,4.25,2.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,8
CSBR 310,CSBR,310,NA,Trials of the Century,3.92,2.62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,16
CSDC 300,CSDC,300,NA,Composing for Film & Media,4.39,2.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,13
CSDC 310,CSDC,310,NA,Mastering Art of Watercolor,3.86,3.71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,17
CSES 300,CSES,300,NA,Geo Engineering:Climate Change,4.21,2.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16
CSES 310,CSES,310,NA,"Good Food, Real World",4.5,2.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,17
CSGH 300,CSGH,300,NA,Digital Over-Consumption,4.07,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
CSJE 300,CSJE,300,NA,Writing About Your World,3.93,3.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,NA,5
CSJE 310,CSJE,310,NA,Free Speech Then and Now,4.28,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
CSMC 300,CSMC,300,NA,Hip Hop Music and Culture,4.5600000000000005,2.41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,15
CSMC 310,CSMC,310,NA,The Art of Storytelling,4.82,2.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
CSMY 300,CSMY,300,NA,Childhood Turning Points,4.36,2.8200000000000003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,13
CSPC 310,CSPC,310,NA,Teaching the Constitution,4.87,2.5300000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,15
CSSM 300,CSSM,300,NA,Writing Portraits,4.48,2.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,8
CSSM 310,CSSM,310,NA,Letters from the Homefront,4.82,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
CSSY 300,CSSY,300,NA,Business of Venture Capital,4.5,3.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
CSSY 310,CSSY,310,NA,Making Criminals,4.79,3.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
CSTC 300,CSTC,300,NA,Leadership as Behavior,4.5,2.9699999999999998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,19
CSTC 310,CSTC,310,NA,Environmental Challenges,4.93,2.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,14
CSTD 300,CSTD,300,NA,Medicine and the Humanities,4.34,2.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,19
CSTD 310,CSTD,310,NA,SocialCriticalthinking,4.4,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16
CSYC 310,CSYC,310,NA,Art of the Printed Word,4.8,2.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,18
CZEC 110,CZEC,110,NA,Elementary Czech I,4.2,2.52,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,21
CZEC 120,CZEC,120,NA,Elementary Czech II,4.23,2.7800000000000002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,17
CZEC 130,CZEC,130,NA,Intermediate Czech,4.13,2.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,8
CZEC 140,CZEC,140,NA,Advanced Czech,4.63,3.19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,4
CZEC 301,CZEC,301,NA,MilanKundera:Novelist&ThinkrTR,4.02,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,8
DEVN 198,DEVN,198,NA,Power&Politics in Today'sWorld,3.58,2.7800000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Hu, So",124
DRST 001,DRST,1,NA,Directed Studies: Literature,4.31,3.85,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,16
DRST 002,DRST,2,NA,Directed Studies: Literature,4.3,4.04,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,11
DRST 003,DRST,3,NA,Directed Studies: Philosophy,4.23,3.77,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,16
DRST 004,DRST,4,NA,Directed Studies: Philosophy,4.21,3.77,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,15
DRST 005,DRST,5,NA,DirectedStud:History&Politics,3.9699999999999998,3.9699999999999998,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,16
DRST 006,DRST,6,NA,DirectedStud:History&Politics,4.22,3.94,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,12
E&EB 035,E&EB,35,NA,The Ecology of Food,3.5,2.64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,14
E&EB 106,E&EB,106,NA,MalariaLyme&VectorBorneDisease,3.95,3.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,14
E&EB 115,E&EB,115,NA,Conservation Biology,3.12,2.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,154
E&EB 125,E&EB,125,NA,History of Life,3.17,2.38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,38
E&EB 145,E&EB,145,NA,Plants and People,3.8200000000000003,2.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,25
E&EB 175L,E&EB,175,L,Virus Discovery,4.79,2.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,14
E&EB 210,E&EB,210,NA,IntroStatistics: LifeSciences,3.22,3.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,43
E&EB 220,E&EB,220,NA,General Ecology,3.11,3.14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,42
E&EB 223L,E&EB,223,L,Principles Ecol & Evolution,4.47,3.02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,3
E&EB 225,E&EB,225,NA,Evolutionary Biology,3.3,2.65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,45
E&EB 235,E&EB,235,NA,Evolution and Medicine,4.44,3.7800000000000002,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,WR,Sc,12
E&EB 246,E&EB,246,NA,Plant Diversity & Evolution,4.23,2.81,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,21
E&EB 247L,E&EB,247,L,Lab:Plant Diversity& Evolution,4.68,2.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,13
E&EB 250,E&EB,250,NA,BiologyOfTerrestrialArthropods,4.33,2.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,75
E&EB 251L,E&EB,251,L,Lab:BiolTerrestrialArthropods,4.68,4.22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,6
E&EB 255,E&EB,255,NA,Invertebrates,4.14,2.67,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,81
E&EB 256L,E&EB,256,L,Laboratory for Invertebrates,4.33,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,9
E&EB 275,E&EB,275,NA,Biological Oceanography,4.01,2.67,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,15
E&EB 290,E&EB,290,NA,ComparativeAnatomy:Vertebrates,3.48,2.91,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,23
E&EB 291L,E&EB,291,L,Lab:ComparAnatomyOfVertebrates,3.84,2.56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,12
E&EB 295,E&EB,295,NA,Comparative Physiology,3.95,3.18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,14
E&EB 320,E&EB,320,NA,Advanced Ecology,4.83,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,6
E&EB 321,E&EB,321,NA,Philosophy of Biology,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,18
